epoch,loss,top_k_categorical_accuracy,val_loss,val_top_k_categorical_accuracy
0,3.73667643865,0.157396448652,3.75052511692,0.0
1,3.68076467514,0.169230769575,3.77982854843,0.0
2,3.5900589625,0.223668638865,3.80879509449,0.0
3,3.55596915881,0.237869822979,3.83877682686,0.0
4,3.47981514931,0.285996055603,3.87478852272,0.0
5,3.4222829024,0.307692305247,3.90964066982,0.0
6,3.37847706477,0.332544380426,3.94504714012,0.0
7,3.34264621735,0.330571989218,3.99603426456,0.0
8,3.26799780528,0.374358971914,4.0471868515,0.0
9,3.24223424594,0.379092703263,4.09900212288,0.0
10,3.19499924978,0.39408283631,4.1543738842,0.0
11,3.17764188449,0.371597631772,4.21644020081,0.0
12,3.11691788038,0.397238661846,4.27597522736,0.0
13,3.10287631353,0.398816567659,4.3449113369,0.0
14,3.05476255417,0.395660748084,4.41318678856,0.0
15,3.06196233431,0.382642998298,4.48104834557,0.0
16,3.04463297526,0.385009860992,4.54043650627,0.0
17,3.00329566002,0.398027614752,4.59937429428,0.0
18,2.99440852801,0.384615381559,4.66005754471,0.0
19,2.97708420753,0.388560156027,4.71588110924,0.0
20,2.96107118924,0.39289940993,4.77932524681,0.0
21,2.96090776126,0.388165680567,4.83067584038,0.0
22,2.94201432864,0.39250493447,4.8838467598,0.0
23,2.9340742747,0.390927024682,4.92620396614,0.0
24,2.93985098203,0.375936879714,4.97881317139,0.0
25,2.93339533806,0.384220908086,5.02754068375,0.0
26,2.90982896487,0.392899411917,5.06499552727,0.0
27,2.93504157066,0.368047336737,5.10603499413,0.0
28,2.88200918833,0.406706116597,5.14545106888,0.0
29,2.92178171476,0.371992113193,5.18464803696,0.0
30,2.88650565147,0.396055229505,5.21052145958,0.0
31,2.87400329908,0.390532543262,5.2559158802,0.0
32,2.86013110479,0.394082842271,5.28538608551,0.0
33,2.87033484777,0.403550297022,5.30287361145,0.0
34,2.86984114647,0.388165680567,5.33463096619,0.0
35,2.85343794823,0.403944772482,5.37776637077,0.0
36,2.84791728655,0.394477317731,5.40817809105,0.0
37,2.83539511363,0.397238653898,5.43286013603,0.0
38,2.82876483599,0.387376731634,5.45959067345,0.0
39,2.85303347905,0.385404338439,5.48826026917,0.0
40,2.84767045975,0.40078895092,5.52446651459,0.0
41,2.81974538167,0.400394479434,5.54801464081,0.0
42,2.83547916412,0.381065090497,5.57701969147,0.0
43,2.83925418854,0.388560158014,5.59113383293,0.0
44,2.81672204336,0.390927022696,5.61212348938,0.0
45,2.82127737999,0.40039447546,5.62482428551,0.0
46,2.80184421539,0.400000001987,5.64032888412,0.0
47,2.80732750893,0.403944776456,5.66123247147,0.0
48,2.79866558711,0.400394481421,5.69391560555,0.0
49,2.78358071645,0.403944768508,5.71488404274,0.0
50,2.80005834897,0.396844178438,5.73032689095,0.0
51,2.79434264501,0.397633139292,5.7579600811,0.0
52,2.78647262255,0.390927022696,5.77562665939,0.0
53,2.79088840485,0.405128208796,5.78306770325,0.0
54,2.77930970192,0.403944770495,5.80309724808,0.0
55,2.77744258245,0.409467456738,5.82576322556,0.0
56,2.7865328153,0.403550300996,5.84474658966,0.0
57,2.78497668902,0.392899407943,5.86784386635,0.0
