epoch,loss,mean_absolute_error,mean_squared_error,val_loss,val_mean_absolute_error,val_mean_squared_error
0,190.919378089,10.7231881544,190.919378089,735029.765625,789.736434937,735029.765625
1,212.451946929,11.2177376151,212.451946929,35448.7355499,143.402080536,35448.7355499
2,238.315968815,12.691008091,238.315968815,49006.3952484,167.166976929,49006.3952484
3,79.2164606601,6.98402918875,79.2164606601,5282.00479889,57.7634949684,5282.00479889
4,165.479378032,10.3945180476,165.479378032,476.37651062,21.7713518143,476.37651062
5,206.401972309,12.369671464,206.401972309,110.29791069,9.42141437531,110.29791069
6,186.89889583,10.9207223654,186.89889583,27.9908294678,4.7287311554,27.9908294678
7,155.688811838,9.72249358892,155.688811838,3.18807151169,1.47167778015,3.18807151169
8,213.104673818,11.0558367074,213.104673818,70.2705593109,8.29520988464,70.2705593109
9,119.892620459,8.68109145761,119.892620459,2104.00021362,43.3045310974,2104.00021362
10,145.122002359,9.48848882318,145.122002359,2146.31710815,43.944106102,2146.31710815
11,208.492529001,10.9331361055,208.492529001,29.6841623783,4.36258506775,29.6841623783
12,149.226229406,9.48760330677,149.226229406,18605.9023438,133.462882996,18605.9023438
13,130.042854605,8.90323531628,130.042854605,26377.0629883,137.053771973,26377.0629883
14,79.7378125297,7.31066676974,79.7378125297,4282.50765991,57.4327888489,4282.50765991
15,166.100517826,9.12685438991,166.100517826,10962.8239746,100.764144897,10962.8239746
16,136.265999861,9.20317536592,136.265999861,33397.6708984,179.929969788,33397.6708984
17,152.447692392,9.91413009167,152.447692392,5054.5333252,67.8407096863,5054.5333252
18,101.287292253,7.71324074268,101.287292253,12729.9643555,99.2109832764,12729.9643555
19,150.169692356,9.39586830139,150.169692356,28290.6591797,142.262466431,28290.6591797
20,127.512486098,9.15352380276,127.512486098,55049.5908203,229.512542725,55049.5908203
21,110.602452599,8.38982307911,110.602452599,46243.2949219,214.990966797,46243.2949219
22,100.91677098,8.50773918629,100.91677098,797816.90625,889.673309326,797816.90625
23,119.655913418,8.65275543928,119.655913418,9297.80102539,92.6213569641,9297.80102539
24,97.9584665671,8.03692477942,97.9584665671,715839.6875,845.041137695,715839.6875
25,92.6300894562,8.08314007521,92.6300894562,4733525.25,2175.58813477,4733525.25
26,94.3660261557,7.98210406303,94.3660261557,144296984.0,12012.3676758,144296984.0
27,96.7289191261,7.98513513803,96.7289191261,95162208.0,9755.10107422,95162208.0
28,93.4698988963,7.98893737793,93.4698988963,4691228.25,2165.30505371,4691228.25
29,89.0787603902,7.64629864693,89.0787603902,15379091.0,3886.04187012,15379091.0
30,93.0713724568,8.24360841513,93.0713724568,5289501.0,2297.22888184,5289501.0
31,90.1905610917,7.72388154268,90.1905610917,2655241.625,1628.75341797,2655241.625
32,89.3370658085,7.81106042862,89.3370658085,385800.828125,620.567993164,385800.828125
33,88.9762129878,7.78290343285,88.9762129878,3658126.875,1912.53869629,3658126.875
34,88.9795443937,7.91381150484,88.9795443937,186861.640625,431.613113403,186861.640625
35,88.8168104813,7.85540449619,88.8168104813,97712.453125,308.894943237,97712.453125
36,88.9312420796,7.8611856699,88.9312420796,3495.08398438,58.5835990906,3495.08398438
37,88.6827385276,7.71854662895,88.6827385276,271.228683472,16.119342804,271.228683472
