epoch,loss,top_k_categorical_accuracy,val_loss,val_top_k_categorical_accuracy
0,3.34617827733,0.317554243902,4.07798337936,0.0
1,3.05427660942,0.379092703263,4.27006101608,0.0
2,2.94152646065,0.39250493447,4.41743516922,0.0
3,2.89697559675,0.379487176736,4.52340459824,0.0
4,2.8349908034,0.401577913761,4.60280919075,0.0
5,2.80407675107,0.395660754045,4.682700634,0.0
6,2.78563365936,0.395660756032,4.80394721031,0.0
7,2.75893090566,0.405917159716,4.84677171707,0.0
8,2.73246442477,0.397633135319,4.95574140549,0.0
9,2.72263884544,0.410256413619,5.00602149963,0.0
10,2.7071656545,0.410256413619,5.04820585251,0.0
11,2.69875224431,0.398027616739,5.14819526672,0.0
12,2.7122446696,0.38737672766,5.07471895218,0.0
13,2.67903572718,0.409467454751,5.15756845474,0.0
14,2.67549387614,0.394082844257,5.21339654922,0.0
15,2.67385112445,0.395266274611,5.29659175873,0.0
16,2.66232846578,0.407100596031,5.42372393608,0.0
17,2.66268006961,0.397238661846,5.47614312172,0.0
18,2.64975093206,0.416173571348,5.51814889908,0.0
19,2.66030540466,0.405522680283,5.55785799026,0.0
20,2.64505376816,0.419723864396,5.72106051445,0.0
21,2.65174498558,0.404339251916,5.6703851223,0.0
22,2.64978035291,0.406311635176,5.73803949356,0.0
23,2.6460463047,0.410256413619,5.78818702698,0.0
24,2.64268097878,0.406311635176,5.89903473854,0.0
25,2.64148367246,0.412228796879,5.98043775558,0.0
26,2.6398554484,0.407889550924,5.97510886192,0.0
27,2.63874773979,0.414201186101,6.06583142281,0.0
28,2.63496193886,0.416173571348,6.15208625793,0.0
29,2.63746288617,0.406706118584,6.25935506821,0.0
30,2.62204418182,0.417357001702,6.3858397007,0.0
31,2.62367035548,0.425246550639,6.48389387131,0.0
32,2.63027760188,0.406311637163,6.53220820427,0.0
33,2.62412676811,0.425246552626,6.56388759613,0.0
34,2.62821954091,0.409467456738,6.54499125481,0.0
35,2.62621747653,0.413806708654,6.6227657795,0.0
36,2.62256259918,0.417357001702,6.70527863503,0.0
37,2.61620505651,0.422090729078,6.76913142204,0.0
38,2.62006713549,0.416568048795,6.91590213776,0.0
39,2.61759398778,0.424457591772,7.06998133659,0.0
40,2.62179040909,0.423668636878,7.06288647652,0.0
41,2.62024745941,0.425246548653,7.18155479431,0.0
42,2.61811401049,0.429191323121,7.22275328636,0.0
43,2.62004226049,0.418934909503,7.31348109245,0.0
44,2.61280172666,0.442998021841,7.32221364975,0.0
45,2.61806467374,0.408678497871,7.29200434685,0.0
46,2.6211195151,0.421696251631,7.26119375229,0.0
47,2.60979164441,0.43392504851,7.49858498573,0.0
48,2.61384501457,0.425641024113,7.51547765732,0.0
49,2.60935659409,0.426429980993,7.54069781303,0.0
50,2.61666976611,0.419723866383,7.5773961544,0.0
51,2.61178623835,0.441814597448,7.60961103439,0.0
52,2.62242458661,0.429980278015,7.61405229568,0.0
53,2.61170611382,0.429191323121,7.66684389114,0.0
54,2.60229562124,0.44575936993,7.87950491905,0.0
55,2.60733040174,0.438264304399,7.85660624504,0.0
56,2.60476984978,0.44694280227,8.01012420654,0.0
57,2.60501305262,0.441814593474,8.20017242432,0.0
58,2.60567417145,0.441025642554,8.24924087524,0.0
59,2.60151863098,0.441814597448,8.41250085831,0.0
60,2.60844318072,0.442603550355,8.45534038544,0.0
61,2.6045188427,0.446153847377,8.56619739532,0.0
62,2.60658915838,0.439053253333,8.70811223984,0.0
63,2.59629497528,0.441025642554,8.90962553024,0.0
64,2.59482440948,0.461538463831,9.09600019455,0.0
65,2.59909305573,0.462327416738,9.16454410553,0.0
66,2.59405051867,0.456015785535,9.39886522293,0.0
67,2.59296522141,0.449309664965,9.51577377319,0.0
68,2.58744111061,0.467850102981,9.72405004501,0.0
69,2.58635015488,0.46508876284,9.82449483871,0.0
70,2.57824714979,0.47179487745,10.1311216354,0.0
71,2.59516180356,0.45877712369,10.141512394,0.0
72,2.5966565609,0.457988166809,10.1407394409,0.0
73,2.58099519412,0.487968446811,10.6803808212,0.0
74,2.586647892,0.469822490215,10.8741426468,0.0
75,2.5863474528,0.468639055888,10.8144812584,0.0
76,2.58230384191,0.46074950695,10.9594979286,0.0
77,2.58464419047,0.474950693051,10.8408379555,0.0
78,2.5865152518,0.459566076597,10.9477124214,0.0
79,2.57888639768,0.483234717449,11.0618438721,0.0
80,2.57328014374,0.476923076312,11.2210941315,0.0
81,2.57275412877,0.485996051629,11.2168626785,0.0
82,2.56636371613,0.502169638872,11.2917923927,0.0
83,2.57128605843,0.476134127378,11.3267040253,0.0
84,2.5686451594,0.48717948397,11.3043031693,0.0
85,2.56860996882,0.479289944967,11.510989666,0.0
