epoch,loss,mean_absolute_error,mean_squared_error,val_loss,val_mean_absolute_error,val_mean_squared_error
0,306.275790527,14.8031107336,306.275790527,683.755950928,26.1097755432,683.755950928
1,298.849033052,14.5269335136,298.849033052,623.006530762,24.9562072754,623.006530762
2,290.686842018,14.2560537942,290.686842018,618.427093506,24.8625621796,618.427093506
3,283.163346482,14.0080444366,283.163346482,615.079040527,24.7940988541,615.079040527
4,271.763550866,13.6371975616,271.763550866,594.567321777,24.3782377243,594.567321777
5,262.490337192,13.3205390945,262.490337192,596.662902832,24.4191484451,596.662902832
6,252.576386085,13.008517772,252.576386085,629.70916748,25.086640358,629.70916748
7,241.692038571,12.7397169769,241.692038571,613.009765625,24.7537431717,613.009765625
8,235.247637846,12.4642001987,235.247637846,634.690002441,25.1876964569,634.690002441
9,221.763695171,12.1318349838,221.763695171,675.444458008,25.9850730896,675.444458008
10,207.974562965,11.7111967653,207.974562965,777.820800781,27.8821001053,777.820800781
11,199.832105726,11.5187944472,199.832105726,886.418670654,29.7633485794,886.418670654
12,190.096855134,11.1815372407,190.096855134,949.426849365,30.8047189713,949.426849365
13,175.688763335,10.784584105,175.688763335,1246.18902588,35.2912311554,1246.18902588
14,167.607635498,10.3990785182,167.607635498,1704.66876221,41.2854690552,1704.66876221
15,165.82903154,10.3233198225,165.82903154,2960.38793945,54.3968791962,2960.38793945
16,154.884324482,10.0304003358,154.884324482,6289.15209961,79.2818145752,6289.15209961
17,151.810668759,9.92682349682,151.810668759,7969.57421875,89.2609786987,7969.57421875
18,138.27619113,9.49214997888,138.27619113,16979.1835938,130.2797966,16979.1835938
19,125.553061955,8.91361364722,125.553061955,30103.6826172,173.415534973,30103.6826172
20,122.831464186,8.8109305799,122.831464186,37663.953125,193.879364014,37663.953125
21,124.055643029,8.92566543818,124.055643029,64743.0761719,254.187095642,64743.0761719
22,114.411883488,8.49719822407,114.411883488,210665.335938,458.682525635,210665.335938
23,111.762170892,8.43977248669,111.762170892,369924.71875,608.134155273,369924.71875
24,110.927347863,8.32646882534,110.927347863,1336765.6875,1156.15679932,1336765.6875
25,103.067258241,8.00617200136,103.067258241,2771305.125,1664.5413208,2771305.125
26,106.573618941,8.18576806784,106.573618941,4208352.75,2051.41949463,4208352.75
27,94.9974636706,7.84262019396,94.9974636706,8233243.0,2869.35595703,8233243.0
28,101.240196389,8.17797923088,101.240196389,12021984.0,3467.24633789,12021984.0
29,92.5806121193,7.38267177343,92.5806121193,30471409.0,5519.96044922,30471409.0
30,95.1843918674,7.75776576996,95.1843918674,54463432.0,7379.82446289,54463432.0
31,98.1239038327,7.87474411726,98.1239038327,75969468.0,8715.05371094,75969468.0
32,87.9257477917,7.44472324848,87.9257477917,105097952.0,10250.2739258,105097952.0
33,95.8260922877,7.62619411945,95.8260922877,209757520.0,14478.8168945,209757520.0
34,91.2363277263,7.70485115051,91.2363277263,418186512.0,20447.2841797,418186512.0
