epoch,loss,top_k_categorical_accuracy,val_loss,val_top_k_categorical_accuracy
0,3.86901292801,0.150295856595,3.70417547226,0.0562130175531
1,3.73940488497,0.194871794184,3.72336411476,0.0236686393619
2,3.67810637156,0.212228794893,3.74403715134,0.00295857992023
3,3.59646056493,0.262327414751,3.76589989662,0.0
4,3.5475716273,0.28047337532,3.79071807861,0.0
5,3.48522542318,0.298619330923,3.81182527542,0.0
6,3.4310069561,0.32031558156,3.83048903942,0.0
7,3.38908340136,0.336094671488,3.85566532612,0.0
8,3.33055302302,0.355818541845,3.87846922874,0.0
9,3.33413643837,0.33925049305,3.90194106102,0.0
10,3.3105211099,0.35266272227,3.93107771873,0.0
11,3.27657531102,0.364102564255,3.95810186863,0.0
12,3.22836626371,0.382248522838,3.9803071022,0.0
13,3.24174992243,0.36607495149,4.00453305244,0.0
14,3.20707089106,0.36646942695,4.03438448906,0.0
15,3.16534876823,0.382643000285,4.05612444878,0.0
16,3.14893320402,0.381854043404,4.08646249771,0.0
17,3.10922821363,0.395660752058,4.1154756546,0.0
18,3.08831914266,0.398422094186,4.14359641075,0.0
19,3.11063547134,0.375147926807,4.17373299599,0.0
20,3.08398669561,0.388560158014,4.21147584915,0.0
21,3.06557847659,0.397238657872,4.23523402214,0.0
22,3.04978528023,0.397633135319,4.26468706131,0.0
23,3.04785648982,0.38027613163,4.29571914673,0.0
24,3.00773428281,0.408678503831,4.32182312012,0.0
25,3.00995036761,0.39921104908,4.35245966911,0.0
26,3.00515562693,0.379487182697,4.37411046028,0.0
27,2.99883993467,0.394082842271,4.40086364746,0.0
28,3.02279060682,0.369230771065,4.41863083839,0.0
29,2.99062573115,0.388165682554,4.43519759178,0.0
30,2.96864062945,0.402761340141,4.45872664452,0.0
31,2.99217163722,0.381065088511,4.48481988907,0.0
32,2.97397972743,0.383037475745,4.49233531952,0.0
33,2.93873270353,0.400394479434,4.51729559898,0.0
34,2.93358469009,0.403944776456,4.54573202133,0.0
35,2.93321135839,0.400788956881,4.5642375946,0.0
36,2.91663001378,0.398422090213,4.58979082108,0.0
37,2.91804720561,0.390532545249,4.6131529808,0.0
38,2.91831437747,0.404733727376,4.62984037399,0.0
39,2.91650441488,0.397238655885,4.64812898636,0.0
