epoch,loss,mean_absolute_error,mean_squared_error,val_loss,val_mean_absolute_error,val_mean_squared_error
0,306.923416406,14.8083826378,306.923416406,235.444450378,15.3343038559,235.444450378
1,299.942030223,14.5738203488,299.942030223,480.908813477,21.9160490036,480.908813477
2,290.179977958,14.2758376002,290.179977958,293.547325134,16.6827688217,293.547325134
3,282.179598616,13.9771489352,282.179598616,407.116867065,20.1359758377,407.116867065
4,275.231004924,13.7084261999,275.231004924,317.114852905,17.7862911224,317.114852905
5,263.294998593,13.3465439081,263.294998593,237.204277039,15.3941326141,237.204277039
6,254.519057304,13.0595824271,254.519057304,51.943271637,7.20626926422,51.943271637
7,241.152009472,12.6714221239,241.152009472,5.64475476742,2.2450170517,5.64475476742
8,233.277183632,12.4174802154,233.277183632,45.3819484711,6.54955768585,45.3819484711
9,222.621593257,12.1247469187,222.621593257,218.845283508,14.5709686279,218.845283508
10,211.266163073,11.8161656708,211.266163073,720.639434814,26.588180542,720.639434814
11,201.420016445,11.4778646082,201.420016445,3144.62512207,55.6638069153,3144.62512207
12,191.244197085,11.2011731267,191.244197085,7762.18945313,87.9413795471,7762.18945313
13,185.738212436,11.026380986,185.738212436,33199.6982422,182.091751099,33199.6982422
14,166.323356241,10.4201162457,166.323356241,61879.40625,248.462539673,61879.40625
15,158.762095955,10.0308609903,158.762095955,113190.882813,336.065994263,113190.882813
16,153.021977585,9.78468370438,153.021977585,311042.109375,557.524475098,311042.109375
17,142.888335302,9.60615646839,142.888335302,435729.984375,660.04083252,435729.984375
18,140.163099483,9.4175478816,140.163099483,861832.25,928.274291992,861832.25
19,130.236739591,9.23634701967,130.236739591,1499902.125,1224.36975098,1499902.125
20,131.283300072,9.18188428879,131.283300072,4116399.25,2027.74206543,4116399.25
21,118.956963059,8.78196239471,118.956963059,8031042.75,2833.2130127,8031042.75
22,120.692662767,8.78670817614,120.692662767,12959773.5,3597.77392578,12959773.5
23,113.74896889,8.38471227884,113.74896889,21780708.0,4666.57788086,21780708.0
24,105.85932743,8.14639139175,105.85932743,78202496.0,8842.95214844,78202496.0
25,109.364032205,8.33265292645,109.364032205,137747132.0,11735.1220703,137747132.0
26,101.800191734,7.7882360816,101.800191734,206088944.0,14355.5898438,206088944.0
27,103.065934876,7.86303210258,103.065934876,312034048.0,17664.2314453,312034048.0
28,98.900361945,7.88668203354,98.900361945,527065184.0,22956.3769531,527065184.0
29,102.738577348,8.09438508749,102.738577348,752940896.0,27439.7324219,752940896.0
30,101.301547611,7.86786198616,101.301547611,952632832.0,30864.3671875,952632832.0
31,95.7671989594,7.85503005981,95.7671989594,1849122112.0,42987.9238281,1849122112.0
32,103.068819785,8.33637017012,103.068819785,3011025920.0,54842.4335938,3011025920.0
33,96.4433530159,8.00966054201,96.4433530159,6296088320.0,79287.9609375,6296088320.0
34,90.9971076045,7.77012503147,90.9971076045,9912038400.0,99507.96875,9912038400.0
35,100.428549084,8.0343528986,100.428549084,19776349184.0,140622.539063,19776349184.0
36,88.5884252492,7.68013775349,88.5884252492,27812278272.0,166750.257813,27812278272.0
37,86.4055991843,7.66548424959,86.4055991843,54582745088.0,233622.734375,54582745088.0
