epoch,loss,mean_absolute_error,mean_squared_error,val_loss,val_mean_absolute_error,val_mean_squared_error
0,305.928897496,14.7770027108,305.928897496,19.9080376625,3.99305534363,19.9080376625
1,298.527458627,14.5374717787,298.527458627,844.844238281,28.9393177032,844.844238281
2,290.598865428,14.2694483846,290.598865428,406.270843506,20.1056184769,406.270843506
3,281.733174913,13.9599259868,281.733174913,365.565814972,17.6693768501,365.565814972
4,272.885775331,13.6795605049,272.885775331,521.661487097,16.16355896,521.661487097
5,261.817743962,13.3271188363,261.817743962,0.620234835893,0.660550117493,0.620234835893
6,253.262926609,13.0323466063,253.262926609,3068.38696289,51.1968765259,3068.38696289
7,242.35797091,12.6800232083,242.35797091,8461.82141113,83.8787517548,8461.82141113
8,232.517766506,12.372929126,232.517766506,13152.9511719,114.622158051,13152.9511719
9,220.590609325,12.1227348447,220.590609325,42564.4853516,203.994865417,42564.4853516
10,206.779077142,11.6482603252,206.779077142,94233.7744141,277.758872986,94233.7744141
11,194.649302721,11.3226321936,194.649302721,328198.054688,562.434860229,328198.054688
12,186.437715337,11.023776114,186.437715337,565837.949219,672.757019043,565837.949219
13,176.146518171,10.9021577239,176.146518171,993514.484375,935.111694336,993514.484375
14,168.374838665,10.5494687557,168.374838665,1734475.47656,1078.46401978,1734475.47656
15,165.09371075,10.3900332153,165.09371075,2657525.6875,1543.33633423,2657525.6875
16,155.416060273,10.0324451327,155.416060273,3667559.42969,1478.43540955,3667559.42969
17,145.051947312,9.63970884681,145.051947312,5354311.28906,1832.7064209,5354311.28906
18,140.508701369,9.38330587745,140.508701369,17643889.5,4077.46887207,17643889.5
19,132.936712474,9.28320947289,132.936712474,39256608.0,6119.26782227,39256608.0
20,124.873653276,8.97681048512,124.873653276,111045106.0,10055.6416016,111045106.0
21,115.665287148,8.51163440943,115.665287148,181319480.0,13194.4448242,181319480.0
22,113.401883941,8.40485364199,113.401883941,376174880.0,19326.4541016,376174880.0
23,111.696766678,8.25703930855,111.696766678,740911008.0,27000.2158203,740911008.0
24,106.847880175,7.96577900648,106.847880175,1465674016.0,37299.8183594,1465674016.0
25,102.462787538,7.95768260956,102.462787538,2068492800.0,44828.8515625,2068492800.0
26,102.280649655,7.94982039928,102.280649655,4221556352.0,64768.0214844,4221556352.0
27,108.84181935,8.09352105856,108.84181935,7560970496.0,86940.7851563,7560970496.0
28,103.503275314,8.13089346886,103.503275314,12531601408.0,111822.539063,12531601408.0
29,95.8394435449,7.89396679401,95.8394435449,21968924672.0,148067.398438,21968924672.0
30,91.3000026577,7.71610021591,91.3000026577,43904792576.0,208873.257813,43904792576.0
31,86.7543453726,7.28479325771,86.7543453726,82991734784.0,287267.84375,82991734784.0
32,92.3066300242,7.73136669397,92.3066300242,145516646400.0,378865.921875,145516646400.0
33,83.1578817087,7.39616173506,83.1578817087,235364843520.0,468901.046875,235364843520.0
34,89.664889589,7.74500304461,89.664889589,428006834176.0,634976.640625,428006834176.0
35,80.5215106999,7.47207051516,80.5215106999,676959174656.0,798663.59375,676959174656.0
