epoch,loss,mean_absolute_error,mean_squared_error,val_loss,val_mean_absolute_error,val_mean_squared_error
0,307.336778693,14.8195739798,307.336778693,2313.66253662,47.318655014,2313.66253662
1,301.118274653,14.6017295569,301.118274653,1020.66827393,31.2177057266,1020.66827393
2,294.4241518,14.3852631263,294.4241518,1356.21795654,36.6892852783,1356.21795654
3,287.311205726,14.1566875502,287.311205726,1111.81072998,33.2460231781,1111.81072998
4,281.099295981,13.9007941894,281.099295981,1873.02218628,41.2480573654,1873.02218628
5,274.051044048,13.6890598834,274.051044048,3956.42428589,55.3196048737,3956.42428589
6,263.251085879,13.3725690842,263.251085879,4651.1897583,59.9129800797,4651.1897583
7,256.732164678,13.184757635,256.732164678,8169.22463989,77.8349351883,8169.22463989
8,248.068187442,12.8732407689,248.068187442,10008.8345947,88.2887458801,10008.8345947
9,234.957856765,12.4668972939,234.957856765,13141.3894043,101.077438354,13141.3894043
10,231.000004897,12.2741808146,231.000004897,25802.6674805,141.811454773,25802.6674805
11,221.060928602,12.0448341221,221.060928602,89174.3071289,249.572067261,89174.3071289
