epoch,loss,mean_absolute_error,mean_squared_error,val_loss,val_mean_absolute_error,val_mean_squared_error
0,305.590889979,14.7847435921,305.590889979,640.224456787,25.2969617844,640.224456787
1,298.044540741,14.5167713612,298.044540741,624.730285645,24.9876785278,624.730285645
2,289.867764794,14.2305792719,289.867764794,609.282226563,24.6741790771,609.282226563
3,282.508920981,13.9672133438,282.508920981,587.712371826,24.229596138,587.712371826
4,273.946609653,13.6883233488,273.946609653,555.113937378,23.5401468277,555.113937378
5,261.832164283,13.2836572155,261.832164283,491.990264893,22.1468429565,491.990264893
6,252.601889793,13.0245894194,252.601889793,422.902542114,20.5021562576,422.902542114
7,243.829305521,12.7317456603,243.829305521,320.032043457,17.834526062,320.032043457
8,233.80879274,12.394788146,233.80879274,214.96975708,14.6065988541,214.96975708
9,223.971091842,12.1248807609,223.971091842,65.6340942383,8.02476501465,65.6340942383
10,210.985245682,11.7343903184,210.985245682,4.01042437553,1.99664878845,4.01042437553
11,202.390994415,11.5355343074,202.390994415,130.791152954,10.8709983826,130.791152954
12,190.407842521,11.1267983168,190.407842521,409.775527954,19.9529685974,409.775527954
13,180.650140837,10.9955311716,180.650140837,768.335021973,27.3674869537,768.335021973
14,169.249458864,10.6285176873,169.249458864,1567.19830322,38.1664466858,1567.19830322
15,156.222048372,10.1501392126,156.222048372,3703.88598633,53.1836624146,3703.88598633
16,154.752620308,9.9557570219,154.752620308,9367.41912842,83.1282978058,9367.41912842
17,145.413406479,9.56882855296,145.413406479,24121.7027238,110.387949944,24121.7027238
18,136.529762663,9.36440163851,136.529762663,48612.276001,171.631481171,48612.276001
19,135.332432978,9.21724358201,135.332432978,89561.2075195,261.08763504,89561.2075195
20,121.522077434,8.82532185316,121.522077434,224975.3125,457.356613159,224975.3125
21,117.087559167,8.74714562297,117.087559167,416795.203125,641.425018311,416795.203125
22,114.529784305,8.47900831699,114.529784305,855246.1875,918.943450928,855246.1875
23,116.810282156,8.4892565608,116.810282156,1667138.625,1276.99243164,1667138.625
24,106.819335915,8.37347358465,106.819335915,3287177.4375,1709.27331543,3287177.4375
25,109.530851997,8.30962711573,109.530851997,6932542.8125,2370.33319092,6932542.8125
26,110.215536155,8.35837471485,110.215536155,15099244.75,3566.2755127,15099244.75
27,100.157597765,7.82836920023,100.157597765,26047186.5,4760.4107666,26047186.5
28,96.6021137917,7.73990988731,96.6021137917,46752460.0,6429.14379883,46752460.0
29,94.0969962655,7.62170362473,94.0969962655,75897383.0,7985.74023438,75897383.0
30,93.3580277478,7.74196606874,93.3580277478,145498706.0,11000.3344727,145498706.0
31,94.4873311212,7.79756975174,94.4873311212,331567810.0,15956.8508301,331567810.0
32,87.9615942594,7.42035591602,87.9615942594,512436932.0,20674.0361328,512436932.0
33,93.1860902626,7.7426418066,93.1860902626,710258992.0,24531.300293,710258992.0
34,92.0521345921,7.87190675735,92.0521345921,1177711120.0,31682.9892578,1177711120.0
35,93.4025523216,7.9465842247,93.4025523216,1834141648.0,38469.8583984,1834141648.0
36,88.5124649007,7.61333626509,88.5124649007,2449576320.0,43296.1523438,2449576320.0
37,94.9395970851,7.86060982943,94.9395970851,3829537344.0,56418.2861328,3829537344.0
38,90.486942593,7.60456520319,90.486942593,6408566080.0,74556.1523438,6408566080.0
39,83.2386334203,7.71437859535,83.2386334203,9781723904.0,93152.0507813,9781723904.0
40,80.9317649715,7.3528636694,80.9317649715,13996512896.0,107619.537109,13996512896.0
