epoch,loss,lr,mean_absolute_error,mean_squared_error,val_loss,val_mean_absolute_error,val_mean_squared_error
0,1032.74964803,0.01,9.84573474725,158.821157269,490.214538574,8.81810522079,84.0089836121
1,367.830030314,0.01,7.1932975769,99.2281006567,203.222427368,2.93026924133,14.8364775553
2,231.426503499,0.01,7.11897652944,72.2598920226,138.941230774,2.5,6.25043678284
3,201.485049438,0.01,7.38684571584,71.2521105131,137.874839783,2.5,7.53554046154
4,192.902274068,0.01,7.01891918182,69.5754089355,142.139556885,2.5,10.2108806521
5,190.308082581,0.01,6.88686383565,70.3738244057,132.71490097,2.5,8.26131433249
6,192.113013713,0.01,7.22546488444,71.2566004435,130.388874054,2.5,8.83470985293
7,191.148357646,0.01,7.34881954193,71.6249793688,126.199420929,2.50000047684,6.51619255543
8,189.280971781,0.01,7.1561305364,69.8890049934,135.080818176,2.5,8.78216278553
9,189.131620789,0.01,7.05372905731,69.6272590478,129.02520752,2.5,9.92142616212
10,193.377224731,0.01,7.48879617055,74.7095111211,128.998687744,2.49999952316,9.34291878343
11,188.074187724,0.01,6.94951915741,69.0349283695,132.847934723,2.49999952316,10.8674557582
12,188.617726135,0.01,6.89094009399,69.1838187536,138.209396362,2.49999952316,9.61197675765
13,189.814880371,0.01,7.16873881022,70.7866866906,135.636325836,2.49999952316,9.22807720304
14,150.686345418,0.005,6.91652107239,68.8373366038,78.0062408447,2.5,9.258708179
15,128.188828786,0.005,6.99191989899,68.7706102212,68.1181221008,2.5,8.64522793889
16,124.92969869,0.005,7.22380555471,70.3430627505,62.0817241669,2.5,8.23063284159
17,121.41006368,0.005,7.01624978383,69.3150928497,61.0054416656,2.5,9.4382712543
18,120.41089503,0.005,6.94201056163,68.3508368492,61.4971923828,2.5,8.34507465363
19,121.059338125,0.005,7.10959860484,69.1312355042,60.5266895294,2.5,7.52903068066
20,120.94295222,0.005,7.07640991211,68.8765297572,62.7580986023,2.5,8.53725451231
21,120.742430878,0.005,7.13725541433,69.0192461332,60.6448802948,2.50000047684,7.88775843382
22,120.369599152,0.005,7.08599026998,68.7427217801,63.5720539093,2.5,8.50194570422
23,122.072416433,0.005,7.18454411825,69.6264973005,61.1569538116,2.5,7.61336702108
24,123.172507477,0.005,7.06461315155,71.6873444398,63.7476234436,2.49999952316,10.0123178661
25,122.280860138,0.005,7.12505817413,70.0472165267,58.2433166504,2.5,7.585529387
26,120.680873617,0.005,7.04188893636,69.2769680341,63.6665096283,2.50000047684,9.60190273821
27,120.998922729,0.005,6.95358632406,68.6542460759,60.8571414948,2.49999952316,8.93280422688
28,119.754789988,0.005,6.98251781464,68.5327504158,63.6135883331,2.50000143051,8.5209363699
29,123.095708211,0.005,7.02951609294,70.7186050415,60.9186973572,2.50000143051,10.0804166943
30,119.712513224,0.005,7.00194269816,68.4582659245,63.4652423859,2.50000190735,7.84098351002
31,121.340102895,0.005,7.10174249013,68.9936653455,59.574388504,2.50000190735,7.74637430906
32,105.684535217,0.0025,7.1717845281,68.8389617284,38.75340271,2.5,7.36424934864
33,98.2991223653,0.0025,7.12831535339,68.6688008308,38.4529457092,2.5,7.91560846567
34,95.8740974426,0.0025,7.06175613403,68.3330208778,35.5830345154,2.5,8.05457222462
35,95.1793187459,0.0025,7.08294963837,68.4762644132,35.4363164902,2.5,8.00243389606
36,95.6795502981,0.0025,7.05357557933,69.1692712625,35.2590065002,2.5,8.22533500195
37,95.4041810354,0.0025,7.03977820079,68.6283016205,35.1062698364,2.49999952316,8.14690768719
38,95.8659179687,0.0025,7.01297384898,69.2774249395,36.0233335495,2.5,8.96943750978
39,96.4951499939,0.0025,7.16262264252,69.8850464185,35.2061929703,2.49999952316,7.63872671127
40,95.2310236613,0.0025,7.05736497243,68.7361745516,35.9864425659,2.49999952316,8.49078172445
41,95.5377447764,0.0025,7.00225779215,68.7883108616,36.1956396103,2.49999904633,8.68712940812
42,96.2858626048,0.0025,7.18616790771,69.9078406652,35.3596973419,2.4999961853,7.62199610472
43,94.9546185811,0.0025,7.07702013652,68.2198830922,34.7076005936,2.50000047684,8.06912261248
44,95.7701044718,0.0025,7.11499290466,69.1726660093,34.6557178497,2.50000047684,8.03599393368
45,94.962493515,0.0025,7.0349313736,68.3921525637,36.2311630249,2.49999761581,8.63142502308
46,95.0594446818,0.0025,6.98983230591,68.5836289565,36.2131900787,2.49999094009,8.85965934396
47,95.0762652079,0.0025,7.00164750417,68.5379368305,35.2018566132,2.50000572205,8.55174919963
48,95.611415863,0.0025,7.00283069611,69.029931434,37.0622854233,2.49999952316,9.31809577346
49,95.3812726339,0.0025,6.99080384572,68.7080918471,35.3263759613,2.49997758865,8.55589479208
50,95.3965073903,0.0025,7.01188577016,68.7347602844,35.7568750381,2.50000095367,8.92281541228
51,87.1535160065,0.00125,6.97293739319,68.3839784622,24.5611600876,2.5,8.60712340474
52,83.4830225627,0.00125,7.02632191976,68.6121613503,22.8820109367,2.50000047684,8.64977645874
