epoch,loss,mean_absolute_error,mean_squared_error,val_loss,val_mean_absolute_error,val_mean_squared_error
0,305.535816785,14.7788366154,305.535816785,633.486663818,25.1645326614,633.486663818
1,297.890451895,14.5043619499,297.890451895,668.676574707,25.8201093674,668.676574707
2,291.32952349,14.2658671103,291.32952349,560.229522705,23.6661844254,560.229522705
3,281.98855064,13.9577115476,281.98855064,671.008026123,25.8610286713,671.008026123
4,272.109504882,13.646419771,272.109504882,756.821716309,27.3975372314,756.821716309
5,262.529078806,13.3638170511,262.529078806,551.094161987,23.3034210205,551.094161987
6,253.726121469,13.0239148438,253.726121469,549.405883789,23.4379386902,549.405883789
7,243.111600698,12.6867207885,243.111600698,605.539886475,24.5711135864,605.539886475
8,232.568214696,12.388217181,232.568214696,665.797088623,25.6126060486,665.797088623
9,219.975173974,12.0562366545,219.975173974,571.620010376,23.8548297882,571.620010376
10,212.950582815,11.7932036668,212.950582815,497.969680786,22.3131856918,497.969680786
11,198.62508681,11.4102605581,198.62508681,523.544403076,22.8713665009,523.544403076
12,188.358670056,11.2180196643,188.358670056,588.995880127,24.1751213074,588.995880127
13,183.914251715,11.0165553689,183.914251715,591.216369629,24.2981939316,591.216369629
14,173.484114017,10.5411121547,173.484114017,694.480255127,26.350030899,694.480255127
15,163.731599495,10.3756973147,163.731599495,1008.96218872,31.6569709778,1008.96218872
16,150.690978402,9.95922341943,150.690978402,951.415374756,30.5007171631,951.415374756
17,148.716009899,9.83833035827,148.716009899,793.901092529,27.8734502792,793.901092529
18,142.311455686,9.61976420879,142.311455686,940.67098999,30.1635160446,940.67098999
19,124.362118684,8.97732713819,124.362118684,1214.15881348,34.2554197311,1214.15881348
20,131.017273374,9.14097958803,131.017273374,1247.85455322,34.8634977341,1247.85455322
21,120.503807291,8.56409525871,120.503807291,962.736663818,30.1704788208,962.736663818
22,110.431800027,8.345885396,110.431800027,1235.98880005,33.6218748093,1235.98880005
23,112.732464859,8.3323777914,112.732464859,1543.09646606,37.3562870026,1543.09646606
24,110.281191505,8.3310854435,110.281191505,2437.32312012,47.6185932159,2437.32312012
25,105.607577639,8.06156784296,105.607577639,2705.32507324,50.6462211609,2705.32507324
26,105.212793955,8.14005309343,105.212793955,2250.54943848,47.4347820282,2250.54943848
27,95.2593689647,7.63986831903,95.2593689647,2372.97491455,47.0303478241,2372.97491455
28,93.5854866877,7.82242584229,93.5854866877,905.420715332,29.9647531509,905.420715332
29,95.7236464415,7.95316171646,95.7236464415,4057.17297363,63.6126918793,4057.17297363
30,102.42067063,7.9680916667,102.42067063,1246.90563965,34.5220375061,1246.90563965
31,95.8460506992,7.76897543669,95.8460506992,3676.76245117,60.263458252,3676.76245117
32,88.9048846215,7.72837299109,88.9048846215,1839.1027832,42.2977199554,1839.1027832
33,99.7436759472,8.15787762403,99.7436759472,5574.19104004,72.918340683,5574.19104004
34,94.1781965457,7.90798795223,94.1781965457,15347.9560547,121.673027039,15347.9560547
35,86.3156294711,7.66296267509,86.3156294711,4050.40844727,62.3067588806,4050.40844727
36,89.6788445383,7.50254571438,89.6788445383,8629.19287109,92.3987617493,8629.19287109
37,88.1614285819,7.80139029026,88.1614285819,1708.24410248,36.101621151,1708.24410248
38,90.96906735,7.70158958435,90.96906735,6014.56567383,75.5985794067,6014.56567383
39,101.091942243,8.15488404036,101.091942243,9685.08300781,97.6838378906,9685.08300781
40,86.8752022615,7.67705875635,86.8752022615,13505.9316406,115.490512848,13505.9316406
