epoch,loss,mean_absolute_error,mean_squared_error,val_loss,val_mean_absolute_error,val_mean_squared_error
0,321.812980652,15.0594177246,321.812980652,643.963012695,25.3715000153,643.963012695
1,310.933601379,14.9783482552,310.933601379,640.702270508,25.3071575165,640.702270508
2,290.89125824,14.1829223633,290.89125824,638.689819336,25.2673664093,638.689819336
3,321.101772308,14.8946585655,321.101772308,634.533508301,25.1849861145,634.533508301
4,295.131671906,14.40511024,295.131671906,632.719848633,25.1489543915,632.719848633
5,322.018268585,15.0936427116,322.018268585,627.795898438,25.0508670807,627.795898438
6,311.362319946,14.849763155,311.362319946,625.149169922,24.9979839325,625.149169922
7,312.442436218,14.5509228706,312.442436218,621.412414551,24.9231300354,621.412414551
8,261.610919952,13.5640220642,261.610919952,616.515869141,24.8247032166,616.515869141
9,308.621669769,14.9324710369,308.621669769,616.097473145,24.8162746429,616.097473145
10,302.799160004,15.1708076,302.799160004,607.877746582,24.6501064301,607.877746582
11,313.755905151,14.656509161,313.755905151,602.520812988,24.5412063599,602.520812988
12,255.299768448,13.519043684,255.299768448,592.823120117,24.3428249359,592.823120117
13,294.096831322,14.0316765308,294.096831322,590.185852051,24.2885951996,590.185852051
14,283.536121368,14.0409469604,283.536121368,589.169799805,24.2676696777,589.169799805
15,289.149702072,14.290822506,289.149702072,584.718322754,24.1757793427,584.718322754
16,273.805496216,13.4142124653,273.805496216,582.574584961,24.1314029694,582.574584961
17,260.80657959,13.4709084034,260.80657959,580.54473877,24.089307785,580.54473877
18,281.157151222,13.6492780447,281.157151222,578.148071289,24.0395107269,578.148071289
19,301.829502106,14.2598323822,301.829502106,575.887817383,23.9924526215,575.887817383
20,275.819900513,13.8880515099,275.819900513,580.107788086,24.0802364349,580.107788086
21,266.839466095,13.6855368614,266.839466095,573.478759766,23.9421958923,573.478759766
22,269.833545685,13.4596657753,269.833545685,560.387084961,23.6672153473,560.387084961
23,254.862056732,13.3611257076,254.862056732,543.786621094,23.3138713837,543.786621094
24,283.327774048,14.112916708,283.327774048,535.091918945,23.1266498566,535.091918945
25,234.657741547,12.5289125443,234.657741547,529.138427734,22.9975738525,529.138427734
26,296.460273743,14.9171075821,296.460273743,528.887084961,22.9921092987,528.887084961
27,261.287967682,13.2973723412,261.287967682,527.104370117,22.9533081055,527.104370117
28,277.168209076,13.9115680456,277.168209076,519.838256836,22.7944793701,519.838256836
29,259.702030182,13.1541702747,259.702030182,506.375030518,22.4972229004,506.375030518
30,234.991771698,12.5762503147,234.991771698,510.479614258,22.588262558,510.479614258
31,242.315612793,12.5336652994,242.315612793,511.763183594,22.6166572571,511.763183594
32,254.418441772,13.3132855892,254.418441772,510.204681396,22.5821762085,510.204681396
33,259.526943207,12.8577988148,259.526943207,496.469268799,22.2759799957,496.469268799
34,241.337520599,12.9564300776,241.337520599,493.546783447,22.2102851868,493.546783447
35,258.386507034,12.9652042389,258.386507034,495.631195068,22.2571601868,495.631195068
36,287.852584839,14.1741199493,287.852584839,484.318817139,22.0015640259,484.318817139
37,238.374271393,12.6722204685,238.374271393,481.112762451,21.9285831451,481.112762451
38,235.596775055,12.7128510475,235.596775055,484.588195801,22.0076847076,484.588195801
39,224.084354401,12.8427541256,224.084354401,478.929534912,21.8787460327,478.929534912
40,254.370365143,12.7110804319,254.370365143,490.448486328,22.1404266357,490.448486328
41,248.576274872,12.8365578651,248.576274872,485.285217285,22.0235157013,485.285217285
42,225.915454865,12.6253466606,225.915454865,467.531677246,21.6166992188,467.531677246
43,227.008272171,12.2116029263,227.008272171,459.516113281,21.4304943085,459.516113281
44,226.563941956,12.3163095713,226.563941956,461.564849854,21.4782409668,461.564849854
45,211.296871185,11.6662406921,211.296871185,457.99230957,21.3949127197,457.99230957
46,225.429214478,12.0711069107,225.429214478,461.45489502,21.4756813049,461.45489502
47,233.0200634,12.5341780186,233.0200634,463.638977051,21.5264720917,463.638977051
48,242.139163971,12.2762069702,242.139163971,454.445343018,21.3118591309,454.445343018
49,200.971097946,11.9310147762,200.971097946,449.867492676,21.2041854858,449.867492676
50,206.437932968,11.5242304802,206.437932968,449.277832031,21.1902770996,449.277832031
51,188.745405197,11.2277942896,188.745405197,439.946960449,20.968952179,439.946960449
52,215.650741577,12.1915509701,215.650741577,440.900482178,20.9916763306,440.900482178
