epoch,loss,mean_absolute_error,mean_squared_error,val_loss,val_mean_absolute_error,val_mean_squared_error
53,211.770496368,11.8890361786,211.770496368,432.98550415,20.8022956848,432.98550415
54,229.552650452,11.9988491535,229.552650452,433.860534668,20.8233165741,433.860534668
55,207.461877823,11.3643414974,207.461877823,433.197723389,20.8073959351,433.197723389
56,197.94045639,11.7560961246,197.94045639,433.798156738,20.8218193054,433.798156738
57,180.781188011,10.9372451305,180.781188011,391.243652344,19.7735595703,391.243652344
58,206.028934479,11.8160297871,206.028934479,388.535461426,19.7049598694,388.535461426
59,180.905302048,10.4249401093,180.905302048,390.698852539,19.7597789764,390.698852539
60,201.035191536,11.3855980635,201.035191536,408.346374512,20.2013950348,408.346374512
61,202.963844299,11.9419047832,202.963844299,409.679870605,20.2343730927,409.679870605
62,214.201025963,12.3248929977,214.201025963,406.458312988,20.1546096802,406.458312988
63,163.869651794,10.758838892,163.869651794,419.760253906,20.4819488525,419.760253906
64,170.129667282,9.90720546246,170.129667282,415.790527344,20.3848114014,415.790527344
65,182.894882202,10.2610132694,182.894882202,381.879486084,19.5353393555,381.879486084
66,180.057228088,10.767505765,180.057228088,364.894500732,19.0956668854,364.894500732
67,195.367143631,10.8194997907,195.367143631,354.391784668,18.818655014,354.391784668
68,192.564239502,11.3969300985,192.564239502,341.003845215,18.4595184326,341.003845215
69,192.455093384,11.1093239784,192.455093384,332.556884766,18.2292861938,332.556884766
70,167.596982956,10.5040440559,167.596982956,367.839904785,19.1726341248,367.839904785
71,164.917098999,9.79563868046,164.917098999,325.269897461,18.0283088684,325.269897461
72,164.218714237,9.94503885508,164.218714237,323.84664917,17.9887924194,323.84664917
73,223.106773376,11.8195409775,223.106773376,363.669769287,19.0635719299,363.669769287
74,148.486445427,10.0419868827,148.486445427,376.73260498,19.4031600952,376.73260498
75,171.952142715,11.1419727802,171.952142715,410.676727295,20.2589912415,410.676727295
76,173.974125862,10.8945178986,173.974125862,410.815368652,20.2624130249,410.815368652
77,179.259910583,11.2561378479,179.259910583,393.202758789,19.8230361938,393.202758789
78,193.305841446,11.4004867077,193.305841446,354.143493652,18.8120574951,354.143493652
79,146.23714304,9.84937417507,146.23714304,387.547607422,19.6798782349,387.547607422
80,144.709566116,9.50850367546,144.709566116,398.385864258,19.9533424377,398.385864258
81,169.112045288,10.9025502205,169.112045288,394.805236816,19.8634147644,394.805236816
82,116.328062057,8.29976153374,116.328062057,408.907348633,20.2152748108,408.907348633
