epoch,loss,mean_absolute_error,mean_squared_error,val_loss,val_mean_absolute_error,val_mean_squared_error
0,307.724279791,14.839472115,307.724279791,574.720947266,23.968788147,574.720947266
1,301.888014738,14.6564645544,301.888014738,601.084228516,24.5068006516,601.084228516
2,296.189071622,14.4805184975,296.189071622,701.174865723,26.4706687927,701.174865723
3,291.011708852,14.2874014303,291.011708852,659.481018066,25.6701946259,659.481018066
4,284.866593061,14.085125573,284.866593061,612.296813965,24.6930131912,612.296813965
5,280.369476678,13.8999314532,280.369476678,614.592376709,24.5419921875,614.592376709
6,273.256096477,13.7009267509,273.256096477,557.854537964,23.5781908035,557.854537964
7,268.210926764,13.5047358274,268.210926764,594.223693848,24.3695363998,594.223693848
8,258.125210204,13.1808550283,258.125210204,475.60496521,21.7349834442,475.60496521
9,251.987619776,12.9728155434,251.987619776,377.215576172,19.052839756,377.215576172
10,241.560363194,12.7050783932,241.560363194,527.795028687,22.8814249039,527.795028687
11,238.38143232,12.5638674647,238.38143232,419.294387817,20.4199819565,419.294387817
12,232.556142796,12.4078723788,232.556142796,467.885864258,21.2941389084,467.885864258
13,221.264314608,12.0209254175,221.264314608,261.743049622,16.0712285042,261.743049622
14,213.616167443,11.8892835677,213.616167443,469.496711731,19.4491872787,469.496711731
15,203.904460485,11.5827073008,203.904460485,303.794410706,16.4959897995,303.794410706
16,204.140309468,11.6626443267,204.140309468,176.288825989,13.1880455017,176.288825989
17,191.857513025,11.2250311673,191.857513025,257.599411011,15.523680687,257.599411011
18,196.198551565,11.4338508248,196.198551565,37.8765201569,6.13717556,37.8765201569
19,178.292764261,10.7936797142,178.292764261,7.65636845678,2.16627311707,7.65636845678
20,175.856749659,10.674164772,175.856749659,86.9901733398,9.23040390015,86.9901733398
21,164.859342188,10.3841708302,164.859342188,675.781334877,19.8775539398,675.781334877
22,158.644886915,10.3571411669,158.644886915,51.6570053101,6.50331306458,51.6570053101
23,158.123338409,9.99137321115,158.123338409,50.1219980717,6.20881652832,50.1219980717
24,147.649644136,9.71322754025,147.649644136,156.214812636,9.33180046082,156.214812636
25,143.642827133,9.52625221014,143.642827133,382.092224121,17.4516162872,382.092224121
26,129.912931171,9.0672236681,129.912931171,237.575813293,15.0854406357,237.575813293
27,131.517448016,9.2522931695,131.517448016,352.844778538,15.0715284348,352.844778538
28,117.387373835,8.92388126254,117.387373835,837.252925634,20.9572486877,837.252925634
29,126.145779113,8.94739228487,126.145779113,4438.3612566,48.538061142,4438.3612566
30,126.820553526,9.108948946,126.820553526,1128.79611206,32.9007377625,1128.79611206
31,105.633238319,8.24006336927,105.633238319,755.60030365,25.0601730347,755.60030365
32,122.180359008,8.67287009954,122.180359008,451.68060967,15.109161377,451.68060967
33,114.852504266,8.59550410509,114.852504266,1307.05801392,35.2457180023,1307.05801392
34,105.76752206,8.07839345932,105.76752206,829.04732132,23.2855968475,829.04732132
35,104.220815825,8.03952556849,104.220815825,2588.26379395,49.1347370148,2588.26379395
36,105.619466562,8.0218039155,105.619466562,698.556995392,21.1060752869,698.556995392
37,104.13416627,7.77815485001,104.13416627,4707.88537598,62.2285404205,4707.88537598
38,111.446672565,8.26322227716,111.446672565,6353.52285767,68.5821495056,6353.52285767
39,96.5813525815,7.82742679119,96.5813525815,4920.08147717,51.302491188,4920.08147717
40,98.4107801858,7.90516269207,98.4107801858,2703.47235107,44.8593559265,2703.47235107
41,109.333721942,8.25415617228,109.333721942,3111.2221756,46.153055191,3111.2221756
42,100.273499444,7.95343244076,100.273499444,4519.76037598,67.0762004852,4519.76037598
43,96.2885659114,7.78859764338,96.2885659114,345.352218628,15.4316635132,345.352218628
44,93.4146334829,7.66938704252,93.4146334829,21780.6337891,136.628322601,21780.6337891
45,93.956275709,7.83441758156,93.956275709,5379.42663574,72.3602218628,5379.42663574
46,86.4184937403,7.59630656242,86.4184937403,455.280231476,18.4116210938,455.280231476
47,91.3235206455,7.83694243431,91.3235206455,10984.0343628,84.432144165,10984.0343628
48,84.0629679607,7.42929315567,84.0629679607,2549.07226563,49.3980865479,2549.07226563
49,95.2775214538,7.64092737436,95.2775214538,17577.6569824,126.704288483,17577.6569824
