epoch,loss,mean_absolute_error,mean_squared_error,val_loss,val_mean_absolute_error,val_mean_squared_error
0,14.7751562148,14.7751562148,305.405253917,17.7453193665,17.7453193665,348.114768982
1,14.4667847343,14.4667847343,296.31872749,17.3569660187,17.3569660187,350.704193115
2,14.1138548143,14.1138548143,286.27130138,14.6468133926,14.6468133926,299.118294716
3,13.7313843966,13.7313843966,274.996538886,15.6281223297,15.6281223297,288.587810516
4,13.4385507777,13.4385507777,265.467772163,12.9769105911,12.9769105911,205.296600342
5,13.097789526,13.097789526,254.285785345,7.81688833237,7.81688833237,121.804555339
6,12.7536841184,12.7536841184,241.922267402,10.2951498032,10.2951498032,106.120792389
7,12.3980114013,12.3980114013,231.478919586,11.6599302292,11.6599302292,164.762491226
8,12.1733729541,12.1733729541,222.426755967,15.8001060486,15.8001060486,417.92662859
9,11.9022139907,11.9022139907,214.508759327,37.3138084412,37.3138084412,1670.98280334
10,11.6743059307,11.6743059307,206.88189137,70.1481246948,70.1481246948,5695.97583008
11,11.4478428364,11.4478428364,199.830921851,117.205532074,117.205532074,15230.0876465
12,11.1294598579,11.1294598579,189.419282995,179.524055481,179.524055481,35012.2729492
13,10.8893500865,10.8893500865,177.403822094,258.575958252,258.575958252,74506.0966797
14,10.3160291016,10.3160291016,164.888016377,383.168457031,383.168457031,156686.054688
15,10.4305019677,10.4305019677,163.976384789,577.352600098,577.352600098,345695.617188
16,10.1204658747,10.1204658747,156.154030398,819.144989014,819.144989014,708628.734375
17,9.41627851129,9.41627851129,141.36406432,1137.41668701,1137.41668701,1411840.8125
18,9.28562057018,9.28562057018,135.216329135,1580.40222168,1580.40222168,2667991.375
19,9.18622237444,9.18622237444,133.714815572,2236.91851807,2236.91851807,5268695.625
20,8.76071035862,8.76071035862,123.488449611,3215.01721191,3215.01721191,10695815.75
21,8.37966108322,8.37966108322,110.686516654,4442.92614746,4442.92614746,20303599.5
22,8.45581877232,8.45581877232,118.621678468,6215.82910156,6215.82910156,39511612.0
23,8.29764920473,8.29764920473,108.652242368,8767.45214844,8767.45214844,78980880.0
24,8.10611021519,8.10611021519,107.523282952,11901.8383789,11901.8383789,144059180.0
25,7.8813598752,7.8813598752,102.507593588,17188.9223633,17188.9223633,301837224.0
26,8.18614155054,8.18614155054,107.113294867,23335.3916016,23335.3916016,562814784.0
27,7.38563722372,7.38563722372,89.7446261046,31591.1367188,31591.1367188,1039907744.0
28,7.75318133831,7.75318133831,96.2345921802,44588.5019531,44588.5019531,2035466176.0
29,7.66223478317,7.66223478317,93.6839714044,61040.796875,61040.796875,3768165120.0
30,7.84255832434,7.84255832434,95.8503313048,77215.1054688,77215.1054688,6052940032.0
31,7.68784350157,7.68784350157,97.3015039601,105410.726563,105410.726563,11298025728.0
32,7.56440275908,7.56440275908,88.2890012451,146156.078125,146156.078125,21516588032.0
33,7.88308948278,7.88308948278,98.906262601,183513.09375,183513.09375,34191138816.0
34,7.61111080647,7.61111080647,88.4128784686,230608.796875,230608.796875,53730502656.0
35,7.71037614346,7.71037614346,96.0154369008,290650.75,290650.75,85035606016.0
