epoch,loss,mean_absolute_error,mean_squared_error,val_loss,val_mean_absolute_error,val_mean_squared_error
0,308.119785532,14.8638950065,308.119785532,183.554267943,10.2210550308,183.554267943
1,301.886268094,14.6550134607,301.886268094,232.687255859,13.6498613358,232.687255859
2,294.119709949,14.4023628794,294.119709949,48.2480659485,6.27344894409,48.2480659485
3,285.856524912,14.0628654808,285.856524912,117.425290585,9.06672668457,117.425290585
4,273.333763384,13.6880989447,273.333763384,90.4355144501,8.96144485474,90.4355144501
5,260.243603132,13.2447565794,260.243603132,664.126739502,25.0102500916,664.126739502
6,246.292083815,12.8548987359,246.292083815,1546.44451904,33.5142006874,1546.44451904
7,229.367353221,12.3230763227,229.367353221,3379.01965332,47.5055623055,3379.01965332
8,212.766789081,11.8416521102,212.766789081,9998.41094017,73.2014541626,9998.41094017
9,195.05197607,11.3935696036,195.05197607,33534.043396,149.325023651,33534.043396
10,182.06457001,10.9512206614,182.06457001,112013.315918,280.107082367,112013.315918
11,170.318357468,10.5580443144,170.318357468,186643.930664,374.254592896,186643.930664
12,153.962864548,9.89533078671,153.962864548,422490.390625,561.786193848,422490.390625
13,144.162495412,9.55751433969,144.162495412,667177.945313,751.416641235,667177.945313
14,128.064756054,9.09866032004,128.064756054,1419176.0625,1084.31539917,1419176.0625
15,120.793680489,8.72380888462,120.793680489,2692954.34375,1519.32351685,2692954.34375
16,118.248403534,8.54398059845,118.248403534,4564474.5625,2011.72698975,4564474.5625
17,104.658224035,7.99687534571,104.658224035,13819143.0,3374.67279053,13819143.0
18,99.2676015631,7.84585899115,99.2676015631,28006651.25,4755.44091797,28006651.25
19,97.1174614408,7.80979830027,97.1174614408,43530330.5,6064.4822998,43530330.5
20,98.9318983965,7.85132873058,98.9318983965,70535238.0,7806.52929688,70535238.0
21,95.4012898449,7.6594311595,95.4012898449,128562834.0,10598.2922363,128562834.0
22,96.046586208,7.82428193092,96.046586208,185207160.0,13015.6181641,185207160.0
23,96.2940221727,8.10294425488,96.2940221727,358254576.0,18092.2270508,358254576.0
24,89.9166416973,7.79065996408,89.9166416973,599773040.0,23649.7509766,599773040.0
25,88.3226866033,7.55249863863,88.3226866033,1103901024.0,32140.0322266,1103901024.0
26,99.5376035552,8.13706415892,99.5376035552,2086863296.0,44294.4589844,2086863296.0
27,97.040132626,7.94076406956,97.040132626,3590742208.0,58337.9863281,3590742208.0
28,93.9177800175,8.12481439114,93.9177800175,7041067392.0,80313.2148438,7041067392.0
29,83.6392485622,7.50870943069,83.6392485622,14931169536.0,115443.238281,14931169536.0
30,82.3730028042,7.39380252361,82.3730028042,28306622464.0,157910.554688,28306622464.0
31,95.75651569,7.98301291466,95.75651569,51852311552.0,213079.09375,51852311552.0
32,93.9636159531,7.95904958248,93.9636159531,88850456576.0,280941.664063,88850456576.0
