epoch,loss,mean_absolute_error,mean_squared_error,val_loss,val_mean_absolute_error,val_mean_squared_error
0,306.219175018,14.8099297173,306.219175018,2219.09317017,44.2622203827,2219.09317017
1,298.542639911,14.5379940793,298.542639911,946.165161133,30.5512695313,946.165161133
2,290.912864756,14.2569383122,290.912864756,1972.73773193,41.4804830551,1972.73773193
3,282.957981067,13.996519357,282.957981067,1776.13217163,39.1455183029,1776.13217163
4,274.172162734,13.6852091029,274.172162734,5406.1711731,62.1251497269,5406.1711731
5,262.708706016,13.3651142567,262.708706016,2165.54701233,42.151058197,2165.54701233
6,253.794148054,13.0569820032,253.794148054,481.731506348,21.9441003799,481.731506348
7,245.314230099,12.7845406234,245.314230099,197.293306828,10.9262895584,197.293306828
8,233.80709997,12.3983840942,233.80709997,750.962158203,26.5020170212,750.962158203
9,225.273315541,12.1983625889,225.273315541,6000.54014587,63.6965045929,6000.54014587
10,212.662016709,11.8495182246,212.662016709,14843.7999573,99.8892917633,14843.7999573
11,203.329513595,11.6294185668,203.329513595,50217.8731079,178.955810547,50217.8731079
12,194.166193411,11.3599130213,194.166193411,311990.158691,430.326267242,311990.158691
13,182.205407031,10.9927131832,182.205407031,680154.168945,629.923377991,680154.168945
14,171.545227751,10.6642241478,171.545227751,1893840.31543,1042.68255615,1893840.31543
15,163.849303782,10.3922457695,163.849303782,4797345.69727,1649.43312836,4797345.69727
16,155.797592469,9.99197766185,155.797592469,7376145.54297,2082.21621704,7376145.54297
17,139.661060181,9.38085648417,139.661060181,4645539.78906,1743.81111145,4645539.78906
18,133.292760794,9.07696065307,133.292760794,13394562.4688,2944.64343262,13394562.4688
19,130.572338849,9.12992069125,130.572338849,58316932.125,5935.62731934,58316932.125
20,135.441957697,9.36518505216,135.441957697,134106594.375,9007.94146729,134106594.375
21,121.783432029,8.78630912304,121.783432029,289660193.0,13188.6273193,289660193.0
22,108.664268357,8.12020093203,108.664268357,491960441.75,16858.1236572,491960441.75
23,115.890587849,8.28166764975,115.890587849,855583575.0,22235.7314453,855583575.0
24,112.428408977,8.46043646336,112.428408977,1638267160.0,31150.328125,1638267160.0
25,100.17432354,7.8805359602,100.17432354,2256569178.0,36921.996582,2256569178.0
26,98.7364610285,7.84481239319,98.7364610285,2834606856.0,42001.3984375,2834606856.0
27,96.3214059453,7.76695048809,96.3214059453,7772801312.0,68754.5400391,7772801312.0
28,95.5750359558,7.54001551867,95.5750359558,15914573056.0,98579.3564453,15914573056.0
29,96.8632487613,7.76303851604,96.8632487613,31209499200.0,138236.389648,31209499200.0
30,94.067324888,7.60977035761,94.067324888,53873379712.0,180050.207031,53873379712.0
31,90.8186338656,7.66277748346,90.8186338656,100751971264.0,244129.634766,100751971264.0
32,86.2909199359,7.5858399272,86.2909199359,181480437504.0,331048.521484,181480437504.0
33,96.8768343776,8.06228417158,96.8768343776,323319037696.0,436632.835938,323319037696.0
34,93.896915131,7.75514674187,93.896915131,644383698176.0,610793.933594,644383698176.0
35,86.6239608347,7.48025470972,86.6239608347,841090450944.0,697174.6875,841090450944.0
36,88.4742969,7.75220036507,88.4742969,1.35068393677e+12,884724.695313,1.35068393677e+12
37,100.325818643,8.38629901409,100.325818643,2.31353733939e+12,1162841.44531,2.31353733939e+12
